angle_deg,route_h1,route_h2,route_h3,route_h4,route_entropy
-57.49809066790666,0.7359080948158542,0.22212609102585737,0.041964861330361515,9.52827926920902e-07,0.499848912100338
-52.05572398060849,0.6327536737549512,0.2946813414723489,0.029937099503044216,0.04262788526965564,0.6414186103746374
-54.48628619509613,0.7325513949712098,0.24741194278326614,9.800966989697331e-07,0.020035682148825167,0.4702495058768624
-65.49585620018816,0.8127809701355523,0.16364677266214636,0.02357125248602006,1.004716281125116e-06,0.398937519294228
-63.99667430177549,0.8039882852315764,0.19176996766666382,0.004240699805690756,1.0472960690323714e-06,0.3717019031528646
-52.528931092074764,0.7060069963596115,0.29399093923755687,1.0322014157541293e-06,1.0322014157541293e-06,0.43693197493301067
-69.89469390868851,0.8929042654420007,0.09220188383001851,0.014892795053819815,1.055674160856842e-06,0.276708733991865
-53.575431632344674,0.7254315121671093,0.2745664384818503,1.0246755201544184e-06,1.0246755201544184e-06,0.4239919615251036
-54.058611424959075,0.6943857240288613,0.29653183387272175,1.017692370276948e-06,0.009081424406046654,0.47351889525837115
-60.641300943125586,0.7376343795694208,0.24174763969511265,9.285095374538088e-07,0.020617052225929345,0.4672572792402802
-63.93935146361373,0.8222047086426401,0.17779328019749868,1.0055799306307005e-06,1.0055799306307005e-06,0.33763404687000714
-64.43148775798453,0.8277892018247213,0.16747681662887634,0.004732999750696543,9.81795705953026e-07,0.34701560615631744
-64.90260824691751,0.8363306284708547,0.163667421605819,9.74961663183421e-07,9.74961663183421e-07,0.3215263454283047
-61.098473882347065,0.8252698290089495,0.13762620608347945,1.1126842337345832e-06,0.037102852223337306,0.3993851501717398
-59.90903482084093,0.7825317965938121,0.18906415720791525,1.004592755522422e-06,0.028403041605517126,0.43856180410662027
-58.93005295851015,0.7668009047422957,0.228336421346355,0.0038979167502667562,0.0009647571610824936,0.4105673214244378
-50.08999433131215,0.6419150433697525,0.33966788906085443,0.01841610538318693,9.62186206392963e-07,0.5229094763314455
-54.14676161572494,0.7023154476227286,0.262231888928419,0.035451685928999666,9.775198528066938e-07,0.5176322743167795
-57.556415411176744,0.7225252646095435,0.2358002049688501,9.67775296816045e-07,0.04167356264630957,0.5106760240017493
-50.22079704636231,0.6505779020093313,0.3092177812229552,0.031179728594735473,0.00902458817297812,0.5721933366339732
-65.69382603528803,0.8186913516535981,0.1781642009248413,0.0009317151198900299,0.002212732301670467,0.3542893482426069
-66.79575932284311,0.8237560680954249,0.14635689085866274,1.006106856835838e-06,0.029886034939055565,0.39377665023782177
-57.74920791453938,0.7269892178191105,0.2307503633005024,0.04225946325535296,9.556250341856493e-07,0.5077505053279608
-69.12115984077234,0.847670461889031,0.0879119692445564,0.040503419499317544,0.023914149367095204,0.4133227063521346
-69.28639442452808,0.8479912950568841,0.14273373656269425,0.0041320520028361955,0.005142916377585445,0.3372126286875783
-59.702223594572594,0.7483540588079416,0.2088583504172786,0.006004903659995127,0.03678268711478476,0.5022197463489988
-60.67587949349422,0.7937639732556451,0.20623404284615376,9.919491006970857e-07,9.919491006970857e-07,0.36713203880545237
-51.656644536142956,0.6738018708605292,0.31354105727270554,0.01265612345247706,9.484142881050996e-07,0.4941217316736445
-57.41547491017979,0.7260554261182031,0.24566289430643892,0.02828067195002485,1.007625333136392e-06,0.4891764175117939
-59.717647068009725,0.7765056253146371,0.21588339702858134,0.0076099691101613005,1.0085466203018009e-06,0.4072069302911201
-60.06253129212992,0.7776147877693689,0.19551032907009486,0.026873877997143872,1.0051633923357822e-06,0.4413892185424004
-65.04970155945338,0.8045458749730776,0.19545222014930247,9.524388100609426e-07,9.524388100609426e-07,0.3563895027846549
-69.76411948914988,0.8612138957424866,0.12742855349658364,9.854443384301551e-07,0.011356565316591523,0.3188876248367379
-66.15195712029379,0.8549261835140577,0.14507189645539015,9.600152761433799e-07,9.600152761433799e-07,0.29870488948641327
-56.159357582363214,0.7392040171936866,0.22884048098605386,9.983634137695512e-07,0.03195450345684586,0.4839512397271919
-65.9878655202601,0.7779616781254378,0.1773060425869617,0.03854937863563502,0.0061829006519654095,0.4753698785230111
-62.609273787955864,0.7747189608366056,0.22527915092093118,9.441212316452754e-07,9.441212316452754e-07,0.3848652044051522
-69.92531515895848,0.8135732257757518,0.12570808057785401,0.03738507433901263,0.023333619307381665,0.46101199649875263
-53.39904540396509,0.7051393200840879,0.287164409447648,1.0496503252974523e-06,0.007695220817938852,0.4631850457493148
-66.9107783787712,0.8351312109559873,0.15543240873848768,0.00943538789332729,9.924121979175649e-07,0.3490027703679115
-34.648013908724295,0.38352127298644856,0.5466751308692178,0.0569009531814734,0.012902642962860228,0.6614200998316114
-22.393356920383425,0.23918432678229587,0.6159044571926173,0.1449102727713525,9.432537343235103e-07,0.6640668722717412
-29.804183802631535,0.33926827149436845,0.58048400099498,0.05661354488150116,0.023634182629150374,0.673403654152346
-23.056995072682614,0.2404648283265184,0.653399106639026,0.10613503260120472,1.0324332508490732e-06,0.6195299588586386
-27.205656661149476,0.24080293633836833,0.5973921711289693,0.1553087958706667,0.0064960966619957315,0.7015614068891595
-25.164581052762856,0.2362128113699713,0.6326970480163117,0.13108908566272442,1.0549509927232916e-06,0.6469459631616921
-38.170087898739084,0.43275207001139154,0.5227675639612567,0.015607105993199557,0.028873260034152217,0.626723063721578
-29.177123572470226,0.31149332481111913,0.5980454247742724,0.07720872234075432,0.013252528073854108,0.6678347587919444
-29.844555273993002,0.31608876548559234,0.6019755003292722,0.08193471115310134,1.0230320341572897e-06,0.630873524310377
-22.573212466142387,0.17571925405521877,0.6680687458585214,0.14793027585694107,0.008281724229318757,0.6473549714705918
-32.774718819716846,0.3974679156223724,0.5451682940381405,0.05214120185636488,0.005222588483122331,0.6339999470082769
-28.036318655855737,0.2855414337619395,0.5844630387953891,0.12362745808052789,0.006368069362143386,0.6942408674908026
-38.814967153089924,0.44026443350256783,0.4846208604152276,0.06298629322335034,0.012128412858854375,0.6779928820079446
-32.247363977785426,0.2928553890206885,0.5889093732689649,0.08508619977284695,0.033149037937499605,0.7170602326236691
-33.53927307483587,0.35559668397267236,0.5446751744680506,0.036860276828792414,0.06286786473048456,0.7171619699417422
-36.99600541859096,0.41581709418593865,0.5479455379411792,0.03188876173137017,0.004348606141512158,0.5973019857624869
-23.673237923618487,0.18694309286041816,0.6440107054572118,0.16904517167699432,1.0300053756800703e-06,0.6473314411341143
-32.41107656899375,0.3767972083955182,0.5775654266967232,0.045636373275518706,9.916322401003362e-07,0.5956258381680454
-20.425042311775567,0.1766948085338625,0.6585780423649615,0.16472611844890214,1.0306522738470587e-06,0.6336557610567665
-28.200166139787797,0.2995190851423738,0.627235903308005,0.07316579761209857,7.921393752264151e-05,0.6100689984682653
-27.898874923402975,0.3101157594062188,0.5851358983822705,0.10474732449616948,1.0177153412479791e-06,0.6585995017468149
-27.240068384233354,0.24328282907724036,0.6255272311155876,0.09308724973162119,0.03810269007555099,0.7089902468331513
-26.470995123744235,0.24650604142087937,0.6429367922745252,0.11055614886694902,1.017437646434809e-06,0.6295016171504428
-36.98423961663263,0.4332803464902645,0.5043689513665244,0.0623497270513571,9.750918540818643e-07,0.6352406191820473
-31.193730656236248,0.3077607692207544,0.5860757280586149,0.08125567531895492,0.024907827401675794,0.7009748760833129
-35.20872076340953,0.39690684616266214,0.5707243206055786,0.01472933617875946,0.017639497052999675,0.5916506452649308
-31.950034037920368,0.33403067560205885,0.559262292648692,0.07694575040555844,0.029761281343690656,0.7164543855927648
-38.06591812136509,0.4477214474227262,0.5241137413205155,0.028163719323560345,1.0919331980051233e-06,0.5763099783990894
-20.64343897902357,0.19776281676616894,0.6289015991723905,0.15496971011231958,0.01836587394912096,0.7029835018538683
-35.699919252882395,0.4021423363660913,0.5664421022284482,0.03141452751216564,1.0338932948844102e-06,0.5749208771523924
-26.5646967477743,0.21751122426863034,0.669089234023578,0.10568794323806648,0.007711598469725103,0.6316881437273166
-33.99159837041859,0.3596499777830784,0.5331869320509763,0.06129535982345572,0.04586773034248942,0.7326025815750569
-22.518459477009912,0.20110333971895186,0.6603568218500567,0.1385387359324342,1.1024985571544876e-06,0.627889754894138
-26.755705233230923,0.28073440709245084,0.6324991409144659,0.08676546540055191,9.865925312718204e-07,0.6192614829955181
-37.36768368383389,0.43084244486195533,0.5555458380648902,1.0082224444203027e-06,0.01361070885071006,0.5394415402031997
-23.098513582508943,0.1948169821974483,0.68328581974364,0.12189616671617116,1.0313427406154038e-06,0.6026427249533484
-21.10103657710041,0.15432962633734015,0.6198026425954263,0.2018653918055722,0.024002339261661287,0.7194795540034266
-21.921664236081465,0.2079517043389221,0.6724675175800995,0.1195796886066379,1.0894743404425692e-06,0.6112617507645545
-28.605617042814455,0.294374960100079,0.6098853736914029,0.09573865974146535,1.0064670527309407e-06,0.6392579325104855
-37.09080092478146,0.3993431244952311,0.4820246624601023,0.07494883724510416,0.043683375799562475,0.7568991969482646
-6.150730100633353,0.061824448503831196,0.5506729355375125,0.3832421992842399,0.004260416674416453,0.6430402066282052
8.558113694890487,1.028034933972951e-06,0.34057952869837355,0.5647585445732247,0.09466089869346771,0.6583681986755499
1.0465297533452755,0.0304035707696953,0.463544785171581,0.4841794999728436,0.02187214408588012,0.6473267561187187
-6.388950031021768,0.041988059456393126,0.5663117119842103,0.3660903372295871,0.025609891329809575,0.6613733566586123
7.681137883929399,0.017406829165614895,0.33417926772841244,0.60777264959536,0.04064125351061262,0.6272949746818538
2.831434104449615,0.012668148319972795,0.4461126932190984,0.4883212466559607,0.05289791180496807,0.6643215543782379
1.3938854894761583,0.035831644572521554,0.4482498733097414,0.4836576656956052,0.03226081642213178,0.6788293060544561
-2.474243277401598,0.021790874261867547,0.5151333938739074,0.4312723576895732,0.03180337417465183,0.647374294942559
-1.7808943568574023,0.012662398472765343,0.5082604623955267,0.451793454934474,0.027283684197233957,0.6178480724578924
-5.210215746363103,0.04822083816263967,0.5657118342370012,0.35234904582183724,0.03371828177852194,0.6855076916951572
-9.238854266175219,0.08662952846329135,0.5842883660606373,0.32908111434138343,9.911346880098476e-07,0.6431899200209122
7.524376162185419,0.009909743882405272,0.35547417678210674,0.5607285902214773,0.07388748911401068,0.6710537967002859
-0.6453956637180784,0.00029244647179083483,0.47287607492292166,0.469598612595905,0.05723286600938253,0.6313288443977656
0.9527039842747058,0.03908229669717656,0.4164161606377956,0.5084199478029886,0.03608159486203919,0.6891028404832185
-3.5567338043954972,1.1149304362509038e-06,0.5844758501981148,0.4155219199410127,1.1149304362509038e-06,0.48967737983702503
5.026498397098557,0.00574759634496139,0.4134612182877021,0.5179020588464014,0.06288912652093524,0.6561060155732586
-9.496062583964793,0.11790527276542724,0.5812782321955732,0.29395734257451295,0.0068591524644866855,0.6935731200118677
-2.556294548695921,0.014506794195344638,0.4977920147578094,0.44878057212621536,0.03892061892063074,0.6452982591592711
-9.392994112317767,0.0845226867306396,0.6046541044642971,0.29874304217254716,0.01208016663251634,0.6689163910299235
-7.542157955899813,0.08319212414379192,0.5413262195815461,0.350667113039384,0.02481454323527776,0.720112998824672
9.342964707947353,0.006314868046295072,0.3527613529282985,0.5970522034535262,0.04387157557188024,0.609280697867269
3.1552146007702895,0.0417083822643279,0.4239735868373339,0.528449458563,0.005868572335338278,0.6228963298328952
-1.4355950722103739,0.034650085525945624,0.5093224471636781,0.4560263839614364,1.0833489397016931e-06,0.5902244699337801
